Title	Author	Genres	Rate	Count	Url
Kế Sách Theo Đuổi Phu Quân Sau Khi Sống Lại	Tô Nhị Thiếu	Ngôn Tình, Trọng Sinh, Nữ Cường, Hài Hước, Cổ Đại, Ngược	7.2	164	https://truyenfull.vision/ke-sach-theo-duoi-phu-quan-sau-khi-song-lai
Sở Tâm Lam Lại Đến Đây	Dr. Mèo Hoang	Ngôn Tình, Trọng Sinh, Ngược, Sủng	7.2	156	https://truyenfull.vision/so-tam-lam-lai-den-day
Nữ Phụ Báo Thù	Phòng Tuyết Phiêu Nhứ	Ngôn Tình, Trọng Sinh	7.2	145	https://truyenfull.vision/nu-phu-bao-thu
Con Đường Sủng Phu Sau Khi Sống Lại	Kỳ Dung	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại, Ngược, Sủng	7.2	112	https://truyenfull.vision/con-duong-sung-phu-sau-khi-song-lai
Các Lão Phu Nhân Dưỡng Thành Ký	Mạn Bộ Trường An	Ngôn Tình, Trọng Sinh, Cung Đấu, Điền Văn, Cổ Đại	7.2	86	https://truyenfull.vision/cac-lao-phu-nhan-duong-thanh-ky
Tinh Nhi, Hãy Để Anh Yêu Em Lần Nữa	Nguyễn Nhiễm	Ngôn Tình, Trọng Sinh, Sủng	7.2	86	https://truyenfull.vision/tinh-nhi-hay-de-anh-yeu-em-lan-nua
Trọng Sinh Chi Khanh Tâm Phó Nghiễn	Thời Vi Nguyệt Thượng	Bách Hợp, Trọng Sinh, Cung Đấu, Khác	7.2	75	https://truyenfull.vision/trong-sinh-chi-khanh-tam-pho-nghien
Tiểu Tỳ Trùng Sinh	Vãn Tinh Quy	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại	7.2	73	https://truyenfull.vision/tieu-ty-trung-sinh
Thanh Xuân	Diệp Thất Nhĩ	Ngôn Tình, Trọng Sinh	7.2	68	https://truyenfull.vision/thanh-xuan
Khấp Huyết Trọng Sinh: Đại Giá Hạ Đường Khí Phi	Mặc Mặc Dạ Tử	Ngôn Tình, Trọng Sinh, Cổ Đại, Ngược	7.2	64	https://truyenfull.vision/khap-huyet-trong-sinh-dai-gia-ha-duong-khi-phi
Xuyên Thành Vai Phụ Pháo Hôi, Ta Làm Đầu Bếp Cho Tiểu Tướng Quân	Mạc Nặc Bố Thiên Hà/莫诺·布·天河	Ngôn Tình, Huyền Huyễn, Xuyên Không, Trọng Sinh, Nữ Cường, Gia Đấu, Hài Hước, Điền Văn, Cổ Đại, Khác, Sủng	7.2	61	https://truyenfull.vision/xuyen-thanh-vai-phu-phao-hoi-ta-lam-dau-bep-cho-tieu-tuong-quan
Nghĩa Hải Hào Tình (Tân Bến Thượng Hải)	Điên Phong	Đô Thị, Võng Du, Trọng Sinh	7.2	53	https://truyenfull.vision/nghia-hai-hao-tinh-tan-ben-thuong-hai
Một Trăm Kiểu Chết Của Gian Phi	Yến Thính Huyền	Trọng Sinh, Cung Đấu, Cổ Đại, Ngược	7.2	52	https://truyenfull.vision/mot-tram-kieu-chet-cua-gian-phi
Đại Minh Tinh Siêu Phúc Hắc: Ai Nói Tôi Yêu Anh?	Vương Thanh Nguyên	Ngôn Tình, Trọng Sinh, Ngược	7.2	52	https://truyenfull.vision/dai-minh-tinh-sieu-phuc-hac-ai-noi-toi-yeu-anh
Trọng Sinh Trở Thành Tiểu Kiều Thê Của Ông Trùm Mafia	Chi Hạ	Ngôn Tình, Trọng Sinh, Khác	7.2	51	https://truyenfull.vision/trong-sinh-tro-thanh-tieu-kieu-the-cua-ong-trum-mafia
Khoe Vợ Hằng Ngày	Tuyết Mặc	Ngôn Tình, Đô Thị, Trọng Sinh, Hài Hước	7.2	48	https://truyenfull.vision/khoe-vo-hang-ngay
Ông Bố Bỉm Sữa Siêu Cấp	Lâu Nghị	Tiên Hiệp, Ngôn Tình, Đô Thị, Huyền Huyễn, Trọng Sinh, Sủng	7.2	40	https://truyenfull.vision/ong-bo-bim-sua-sieu-cap-950175
Lột Xác	Vu Tiểu Ngôn	Đô Thị, Trọng Sinh	7.2	38	https://truyenfull.vision/lot-xac-2
Nhân Sinh Nếu Chỉ Như Lần Đầu Gặp Gỡ	Diệp Sáp	Bách Hợp, Trọng Sinh	7.2	36	https://truyenfull.vision/nhan-sinh-neu-chi-nhu-lan-dau-gap-go
Trọng Sinh Mang Theo Tiểu Tam Chạy Mạt Thế	Tô Tam Dược	Bách Hợp, Trọng Sinh, Mạt Thế	7.2	34	https://truyenfull.vision/trong-sinh-mang-theo-tieu-tam-chay-mat-the
Trọng Sinh Quy Phục Tổng Tài Lạnh Lùng	Hoa Nguyễn Thanh	Ngôn Tình, Trọng Sinh, Khác	7.2	33	https://truyenfull.vision/trong-sinh-quy-phuc-tong-tai-lanh-lung
Xuyên Không Cả Đời Cưng Sủng Cực Phẩm Phu Nhân	Hồng Nhân Tiểu Du	Ngôn Tình, Xuyên Không, Trọng Sinh, Khác	7.2	31	https://truyenfull.vision/xuyen-khong-ca-doi-cung-sung-cuc-pham-phu-nhan-1
Bạch Nguyệt Quang Đổi Tính Rồi	Khả Ái Đích Tạc Vưu Ngưu	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác	7.2	25	https://truyenfull.vision/bach-nguyet-quang-doi-tinh-roi
Tình Kiếp Chưa Trọn	Lục Trúc Thanh Thanh	Ngôn Tình, Trọng Sinh, Cổ Đại	7.2	23	https://truyenfull.vision/tinh-kiep-chua-tron
Vị Hôn Thê Trà Xanh Của Thái Tử	Sương Nhạc	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	7.2	19	https://truyenfull.vision/vi-hon-the-tra-xanh-cua-thai-tu
Nội Tâm Của Ta Cơ Hồ Bị Phá Vỡ	Nhất Khúc Phó Yên Hoa	Bách Hợp, Trọng Sinh, Hệ Thống	7.2	16	https://truyenfull.vision/noi-tam-cua-ta-co-ho-bi-pha-vo
Trọng Sinh Đời Này Ta Không Nghệ Ai Cả	Zhihu	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại, Ngược	7.2	13	https://truyenfull.vision/trong-sinh-doi-nay-ta-khong-nghe-ai-ca
Trọng Sinh Chi Thiên Kim Phục Cừu	Đường Kỳ Vy	Ngôn Tình, Đô Thị, Trọng Sinh, Truyện Teen	7.2	12	https://truyenfull.vision/trong-sinh-chi-thien-kim-phuc-cuu
Vô Thượng Sát Thần	Tà Tâm Vị Mẫn	Tiên Hiệp, Dị Giới, Huyền Huyễn, Xuyên Không, Trọng Sinh	7.1	1395	https://truyenfull.vision/vo-thuong-sat-than
Sống Lại Để Yêu Anh - Dungly	Dungly	Ngôn Tình, Trọng Sinh, Ngược, Sủng	7.1	257	https://truyenfull.vision/song-lai-de-yeu-anh-dungly
Chồng Trước Có Độc	Khu Khu Nhất Nhật	Ngôn Tình, Trọng Sinh	7.1	171	https://truyenfull.vision/chong-truoc-co-doc
Dược Hương Trùng Sinh	Hi Hành	Trọng Sinh	7.1	144	https://truyenfull.vision/duoc-huong-trung-sinh
Kiều Kiều Vô Song	Lâm Gia Thành	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại, Khác	7.1	142	https://truyenfull.vision/kieu-kieu-vo-song
Thứ Nữ Song Sinh	Nguyệt Quân Hề	Xuyên Không, Trọng Sinh, Nữ Cường, Gia Đấu	7.1	136	https://truyenfull.vision/thu-nu-song-sinh
Tái Sinh Để Theo Đuổi Anh	Tần Mộc Xuyên	Ngôn Tình, Trọng Sinh	7.1	131	https://truyenfull.vision/tai-sinh-de-theo-duoi-anh
Đổi Hồn	Đại Mễ Trùng	Đô Thị, Huyền Huyễn, Trọng Sinh	7.1	103	https://truyenfull.vision/doi-hon
Nhặt Được 201 Vạn	Tế Phẩm	Ngôn Tình, Trọng Sinh	7.1	99	https://truyenfull.vision/nhat-duoc-201-van
Nữ Vương Và Trung Khuyển	Nguyệt Cả Triều Ca	Ngôn Tình, Trọng Sinh	7.1	96	https://truyenfull.vision/nu-vuong-va-trung-khuyen
Đường Uyển Sống Lại	Du Đăng	Ngôn Tình, Trọng Sinh, Điền Văn, Cổ Đại	7.1	86	https://truyenfull.vision/duong-uyen-song-lai
Xí Đồ Tiện Nhân	Thương Tố Hoa	Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại	7.1	73	https://truyenfull.vision/xi-do-tien-nhan
Sống Lại Cải Tạo Vợ Cám Bã	Mặc Vũ vũ	Ngôn Tình, Trọng Sinh	7.1	72	https://truyenfull.vision/song-lai-cai-tao-vo-cam-ba
Giang Sơn Như Thử Đa Kiêu	Nam Hải Thập Tứ Lang	Quân Sự, Lịch Sử, Xuyên Không, Trọng Sinh	7.1	71	https://truyenfull.vision/giang-son-nhu-thu-da-kieu
Sổ Tay Thuần Phục Chim Hoàng Yến	Thuần Bạch Xuẩn Bạch	Ngôn Tình, Trọng Sinh, Nữ Cường, Sủng	7.1	56	https://truyenfull.vision/so-tay-thuan-phuc-chim-hoang-yen
Cô Vợ Bưu Hãn Thập Niên 80	Thư Vu Thả	Ngôn Tình, Trọng Sinh, Hài Hước	7.1	44	https://truyenfull.vision/co-vo-buu-han-thap-nien-80
A Thư Của Mẹ	Zhihu	Trọng Sinh, Khác, Đoản Văn	7.1	32	https://truyenfull.vision/a-thu-cua-me
Nông Phu Gia Tiểu Kiều Thê	Giả Diện Đích Thịnh Yến	Ngôn Tình, Trọng Sinh, Gia Đấu, Điền Văn, Cổ Đại, Sủng	7.1	27	https://truyenfull.vision/nong-phu-gia-tieu-kieu-the
Võng Du: Mỗi 3 Cấp Được Một Thiên Phú Cấp SSS	Một Đáo Tam Cấp	Khoa Huyễn, Võng Du, Huyền Huyễn, Xuyên Không, Trọng Sinh	7.1	19	https://truyenfull.vision/vong-du-moi-3-cap-duoc-mot-thien-phu-cap-sss
Trọng Sinh Về Năm Kiến Nguyên Thứ Tư	Kê Mao Lệnh Tiễn	Bách Hợp, Trọng Sinh, Cổ Đại, Ngược, Khác	7.1	18	https://truyenfull.vision/trong-sinh-ve-nam-kien-nguyen-thu-tu
Xuyên Thành Mẹ Kế Ác Độc, Trả Thù Nam Chính	Mộc Trà Quân	Ngôn Tình, Trọng Sinh, Gia Đấu, Điền Văn	7.1	16	https://truyenfull.vision/xuyen-thanh-me-ke-ac-doc-tra-thu-nam-chinh
Nghiệt Ái	Hướng Triều	Bách Hợp, Trọng Sinh, Khác	7.1	12	https://truyenfull.vision/nghiet-ai
Chú Ấy Hơn Tôi 15 Tuổi	Trương Nhược Dư	Ngôn Tình, Trọng Sinh, Ngược, Khác	7.1	7	https://truyenfull.vision/chu-ay-hon-toi-15-tuoi
Trọng Sinh Tầm An	Luna Huang	Ngôn Tình, Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại	7	281	https://truyenfull.vision/trong-sinh-tam-an
Nữ Nhi Lạc Gia	Yên Nùng	Ngôn Tình, Trọng Sinh, Gia Đấu, Điền Văn, Cổ Đại	7	170	https://truyenfull.vision/nu-nhi-lac-gia
Đêm Trước Ly Hôn	Thiên Sơn Hồng Diệp	Ngôn Tình, Trọng Sinh	7	170	https://truyenfull.vision/dem-truoc-ly-hon
Bình An Trọng Sinh	Dư Phương	Ngôn Tình, Trọng Sinh	7	159	https://truyenfull.vision/binh-an-trong-sinh
Phép Màu	Lâu Doanh Doanh	Ngôn Tình, Trọng Sinh	7	89	https://truyenfull.vision/phep-mau
Nhắm Mắt Vẫn Thấy Anh	Nguyễn Hạ Phi	Ngôn Tình, Trọng Sinh, Hài Hước, Ngược, Khác, Sủng	7	85	https://truyenfull.vision/nham-mat-van-thay-anh
Úy Lam	Tưởng Mục Đồng	Ngôn Tình, Đô Thị, Trọng Sinh, Trinh Thám, Nữ Cường, Sủng	7	68	https://truyenfull.vision/uy-lam
[Đồng Nhân Inuyasha] Vĩnh Hằng Không Tồn Tại	Lý Duy Duy	Ngôn Tình, Huyền Huyễn, Xuyên Không, Trọng Sinh, Cổ Đại, Ngược	7	63	https://truyenfull.vision/vinh-hang-khong-ton-tai
Sau Khi Người Chồng Cặn Bã Trọng Sinh	Thành Nam Hoa Khai	Ngôn Tình, Trọng Sinh, Khác	7	45	https://truyenfull.vision/sau-khi-nguoi-chong-can-ba-trong-sinh-984630
Nữ Thần, Cầu Bao Nuôi	Diệp Đường	Ngôn Tình, Xuyên Không, Trọng Sinh	7	25	https://truyenfull.vision/nu-than-cau-bao-nuoi
Trùng Sinh Ta Để Lại Thư Hòa Ly	Zhihu	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại, Ngược	7	11	https://truyenfull.vision/trung-sinh-ta-de-lai-thu-hoa-ly
Thích Em Mười Phần - Nhất Khỏa Trà Diệp	Nhất Khỏa Trà Diệp	Đô Thị, Trọng Sinh	7	5	https://truyenfull.vision/thich-em-muoi-phan-nhat-khoa-tra-diep
King Of Death	Unknown	Dị Giới, Thám Hiểm, Trọng Sinh, Khác	7	3	https://truyenfull.vision/king-of-death
Quyền Thiếu Cưng Chiều, Vợ Yêu Khó Nuôi	Cố Nhiễm Nhiễm	Ngôn Tình, Trọng Sinh, Nữ Cường, Sủng	6.9	299	https://truyenfull.vision/quyen-thieu-cung-chieu-vo-yeu-kho-nuoi
Trọng Sinh Ôm Chặt Đùi Vàng Phu Quân	Phong Vũ Quy Lai Hề	Trọng Sinh, Cổ Đại	6.9	201	https://truyenfull.vision/trong-sinh-om-chat-dui-vang-phu-quan
Bổ Thiên Ký	Hàn Vũ Ký	Tiên Hiệp, Ngôn Tình, Huyền Huyễn, Xuyên Không, Trọng Sinh, Cổ Đại	6.9	192	https://truyenfull.vision/bo-thien-ky-070820
Phù Diêu	Đoạn Nhận Thiên Nhai	Đô Thị, Trọng Sinh, Quan Trường	6.9	130	https://truyenfull.vision/phu-dieu
Chỉ Là Quần Chúng Ăn Dưa, Sao Lại Chọc Phải Đỉnh Lưu Thế Này	Đây là một con mèo sữa	Ngôn Tình, Đô Thị, Xuyên Không, Trọng Sinh, Khác	6.9	97	https://truyenfull.vision/chi-la-quan-chung-an-dua-sao-lai-choc-phai-dinh-luu-the-nay
Đích Nữ Nhà Nghèo	Bán Phở Heo (Phần Bì Trư)	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	6.9	95	https://truyenfull.vision/dich-nu-nha-ngheo
Chúng Ta Bắt Đầu Lại Nhé	Tiểu Nhi Nhi	Ngôn Tình, Trọng Sinh	6.9	88	https://truyenfull.vision/chung-ta-bat-dau-lai-nhe
Tình Chấp	Tiểu Trân Bảo	Ngôn Tình, Trọng Sinh	6.9	84	https://truyenfull.vision/tinh-chap
Khí Nữ Mãn Thích	Luna Wong	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác	6.9	78	https://truyenfull.vision/khi-nu-man-thich
Lời Nói Dối	Cửu Tử	Ngôn Tình, Trọng Sinh, Gia Đấu	6.9	65	https://truyenfull.vision/loi-noi-doi
Mơ Ước Hậu Vị	Tuyết Chi Hàm	Trọng Sinh, Cung Đấu, Cổ Đại	6.9	60	https://truyenfull.vision/mo-uoc-hau-vi
Chồng Tôi Mang Theo Không Gian Trùng Sinh	Liễu Như An	Ngôn Tình, Trọng Sinh	6.9	51	https://truyenfull.vision/chong-toi-mang-theo-khong-gian-trung-sinh
Anh Mãi Là Đường Về Của Em	Đặng Huyền	Ngôn Tình, Trọng Sinh, Truyện Teen	6.9	44	https://truyenfull.vision/anh-mai-la-duong-ve-cua-em
Hồi Mộng Khuynh Tình	Vô Lệ Công Tử	Ngôn Tình, Trọng Sinh, Cổ Đại	6.9	42	https://truyenfull.vision/hoi-mong-khuynh-tinh
Chấp Niệm Của Nàng - Tình Kiếp Của Chàng	Dữu Nhất Chỉ Lê	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	6.9	21	https://truyenfull.vision/chap-niem-cua-nang-tinh-kiep-cua-chang
Sau Khi Trọng Sinh, Nàng Là Sủng Phi Của Thế Tử	Ngày ngày ăn cá	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại, Khác	6.9	15	https://truyenfull.vision/sau-khi-trong-sinh-nang-la-sung-phi-cua-the-tu
Hoa Rơi Không Hẹn Ngày Gặp Mặt	Tuần Nào Cũng Mưa/周周有雨	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại, Ngược	6.9	15	https://truyenfull.vision/hoa-roi-khong-hen-ngay-gap-mat
Cuộc Sống Của Thiên Thần Chán Đời Tại Dị Giới	WaterBamboo	Dị Giới, Thám Hiểm, Trọng Sinh, Khác	6.9	7	https://truyenfull.vision/cuoc-song-cua-thien-than-chan-doi-tai-di-gioi
Kiều Sủng Vi Thượng	Diệp Kiến Tinh	Ngôn Tình, Trọng Sinh, Cổ Đại	6.8	3223	https://truyenfull.vision/kieu-sung-vi-thuong
Chào Buổi Sáng, Phó Phu Nhân	Tứ Nguyệt Đậu	Ngôn Tình, Đô Thị, Trọng Sinh, Điền Văn, Sủng	6.8	351	https://truyenfull.vision/chao-buoi-sang-pho-phu-nhan
Đích Nữ Không Làm Phi	Đường Quả	Ngôn Tình, Trọng Sinh, Cổ Đại	6.8	125	https://truyenfull.vision/dich-nu-khong-lam-phi
Hạ Thuỷ Thanh Khê	Zhihu	Trọng Sinh, Cổ Đại, Khác, Đoản Văn	6.8	43	https://truyenfull.vision/ha-thuy-thanh-khe
Thạch Đến Vận Chuyển	Mai Bối Nhĩ	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại	6.8	41	https://truyenfull.vision/thach-den-van-chuyen
Ma Đế Truyền Kỳ	Tôi không phải Z	Tiên Hiệp, Trọng Sinh	6.8	41	https://truyenfull.vision/ma-de-truyen-ky
Trùng Sinh Vào Vai Nữ Phụ Ở Mạt Thế	Zhihu	Ngôn Tình, Trọng Sinh, Dị Năng, Hệ Thống	6.8	39	https://truyenfull.vision/trung-sinh-vao-vai-nu-phu-o-mat-the
Gả Cho Đông Hán Đô Đốc	Yên Miểu	Ngôn Tình, Trọng Sinh, Cổ Đại	6.8	38	https://truyenfull.vision/ga-cho-dong-han-do-doc
Tôi Thành Công Lên Ngôi	Lạc Khê Nhi	Ngôn Tình, Đô Thị, Xuyên Không, Trọng Sinh, Khác, Đoản Văn	6.8	35	https://truyenfull.vision/toi-thanh-cong-len-ngoi
Công Chúa Của Ta Trọng Sinh	Hoặc Hứa Hữu Nhất Thiên	Bách Hợp, Trọng Sinh, Cổ Đại, Sủng	6.8	32	https://truyenfull.vision/cong-chua-cua-ta-trong-sinh
Nhật Ký Nổi Tiếng Của Nữ Minh Tinh	Cẩm Thì An Hảo	Ngôn Tình, Trọng Sinh, Khác	6.8	31	https://truyenfull.vision/nhat-ky-noi-tieng-cua-nu-minh-tinh
Phi Ngựa Trên Đầu Tiền Nhiệm	Giang Mộ Vô Trần	Bách Hợp, Trọng Sinh, Sủng	6.8	30	https://truyenfull.vision/phi-ngua-tren-dau-tien-nhiem
Xuyên Về Cổ Đại Nấu Rượu Làm Giàu	Đâu Bất Điệu Đích Bình Quả	Ngôn Tình, Đô Thị, Xuyên Không, Trọng Sinh, Điền Văn, Sủng	6.8	26	https://truyenfull.vision/xuyen-ve-co-dai-nau-ruou-lam-giau
Thứ Muội Tâm Cơ	Zhihu	Trọng Sinh, Cổ Đại, Khác, Đoản Văn	6.8	25	https://truyenfull.vision/thu-muoi-tam-co
Phù Sinh Nhược Mộng - Tán Tiện Cửu	Tán Tiện Cửu (赞羡玖)	Tiên Hiệp, Ngôn Tình, Huyền Huyễn, Trọng Sinh, Khác, Sủng	6.8	22	https://truyenfull.vision/phu-sinh-nhuoc-mong-tan-tien-cuu
Hũ Giấm Nhà Yến Nhi	Nhất Nương	Ngôn Tình, Trọng Sinh, Nữ Cường, Ngược	6.8	21	https://truyenfull.vision/hu-giam-nha-yen-nhi
Xuyên Đến Cực Phẩm Nông Gia, Ta Lấy Ác Chế Ác Thật Sảng Khoái	Thiển Thiển Đạm Đạm	Xuyên Không, Trọng Sinh, Điền Văn, Cổ Đại, Khác	6.8	19	https://truyenfull.vision/xuyen-den-cuc-pham-nong-gia-ta-lay-ac-che-ac-that-sang-khoai
Đông Phương, Ngươi Là Chính Thất!	csclls13003	Bách Hợp, Xuyên Không, Trọng Sinh, Ngược, Khác, Sủng	6.8	19	https://truyenfull.vision/dong-phuong-nguoi-la-chinh-that
Thiên Kim Trở Lại	Zhihu/Đường Đường	Trọng Sinh, Nữ Cường, Khác, Đoản Văn	6.8	16	https://truyenfull.vision/thien-kim-tro-lai
Trọn Đời Trọn Kiếp - Thiên Sơn Trà Tân Quán	Thiên Sơn Trà Tân Quán/天山茶賓館	Ngôn Tình, Trọng Sinh, Sủng	6.8	15	https://truyenfull.vision/tron-doi-tron-kiep-thien-son-tra-tan-quan
Trọng Sinh 80: Nữ Thầy Tướng	Ám Mặc Trầm Hương	Ngôn Tình, Đô Thị, Linh Dị, Trọng Sinh, Dị Năng, Nữ Cường, Điền Văn, Sủng	6.8	6	https://truyenfull.vision/trong-sinh-80-nu-thay-tuong
Sau Khi Ta Trọng Sinh, Di Nương Cũng Không Cần Thể Diện Nữa	Cẩm Tích	Ngôn Tình, Trọng Sinh, Cổ Đại	6.8	5	https://truyenfull.vision/sau-khi-ta-trong-sinh-di-nuong-cung-khong-can-the-dien-nua
Đấu Thần	Yêu Yêu	Tiên Hiệp, Xuyên Không, Trọng Sinh	6.7	619	https://truyenfull.vision/dau-than
Thế Tử Gia Sủng Thê Hằng Ngày	Mộc Hoan Hoan	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại, Sủng	6.7	234	https://truyenfull.vision/the-tu-gia-sung-the-hang-ngay
Trùng Sinh Lại Làm Độc Phụ	Thanh Sơn Ngọa Tuyết	Ngôn Tình, Trọng Sinh, Cổ Đại	6.7	226	https://truyenfull.vision/trung-sinh-lai-lam-doc-phu
Sống Lại Lần Nữa Ở Tận Thế	Lâm Y Dương	Đô Thị, Trọng Sinh, Mạt Thế	6.7	208	https://truyenfull.vision/song-lai-lan-nua-o-tan-the
Thiên Phú	Cát Hề	Ngôn Tình, Đô Thị, Trọng Sinh, Sủng	6.7	131	https://truyenfull.vision/thien-phu
Xuyên Thành Em Gái Trà Xanh Của Nữ Chủ Trong Tra Tiện Văn	Vi Vi Vi Mang	Ngôn Tình, Xuyên Không, Trọng Sinh, Nữ Phụ	6.7	115	https://truyenfull.vision/xuyen-thanh-em-gai-tra-xanh-cua-nu-chu-trong-tra-tien-van-xuyen-thanh-tra-tien-van-nu-chu-tra-xanh-muoi-muoi
Giống Như Một Giấc Mộng	Hạ Tử Du	Ngôn Tình, Trọng Sinh	6.7	78	https://truyenfull.vision/giong-nhu-mot-giac-mong
Nữ Phụ Thế Thân Không Phải Người	Sơn Hữu Thanh Mộc	Ngôn Tình, Đô Thị, Huyền Huyễn, Xuyên Không, Trọng Sinh, Nữ Cường, Hài Hước, Nữ Phụ	6.7	66	https://truyenfull.vision/nu-phu-the-than-khong-phai-nguoi
Trọng Sinh Mỹ Nhân Ngư	Thẩm Tang Du	Ngôn Tình, Trọng Sinh, Khác	6.7	60	https://truyenfull.vision/trong-sinh-my-nhan-ngu
Hoàng Đế Đáng Ghét Mau Tránh Ra	Tiểu thư ngố	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại	6.7	56	https://truyenfull.vision/hoang-de-dang-ghet-mau-tranh-ra
Ông Xã Alpha Vạn Người Mê Của Tôi	Cửu Đình	Ngôn Tình, Trọng Sinh, Khác, Sủng	6.7	48	https://truyenfull.vision/ong-xa-alpha-van-nguoi-me-cua-toi
Thập Niên 70 Nữ Phụ Được Nuông Chiều Hằng Ngày	Hạ Vãn Ca	Ngôn Tình, Xuyên Không, Trọng Sinh, Hài Hước, Điền Văn, Sủng	6.7	47	https://truyenfull.vision/thap-nien-70-nu-phu-duoc-nuong-chieu-hang-ngay
Một Phút Sai Lầm	Thiên Nhai Bài Thảo Thảo	Ngôn Tình, Đô Thị, Trọng Sinh, Khác, Sủng	6.7	45	https://truyenfull.vision/mot-phut-sai-lam
Sát Thần Chí Tôn	Kk Cố Hương	Đô Thị, Trọng Sinh, Truyện Teen	6.7	38	https://truyenfull.vision/sat-than-chi-ton
Minh Thiên Hạ	Kiết Dữ 2	Lịch Sử, Xuyên Không, Trọng Sinh, Khác	6.7	36	https://truyenfull.vision/minh-thien-ha
Em Gái, Hối Hận?	Bạch Tiểu Dạ	Trọng Sinh, Khác, Đoản Văn	6.7	33	https://truyenfull.vision/em-gai-hoi-han
Họa Gió Tô Mây	Chước Nguyệt	Ngôn Tình, Trọng Sinh, Sủng	6.7	30	https://truyenfull.vision/hoa-gio-to-may
Ca Ca Ta Là Chó Bám Đuôi Của Công Chúa Vong Quốc	Tự Niên	Ngôn Tình, Trọng Sinh, Cổ Đại, Ngược	6.7	21	https://truyenfull.vision/ca-ca-ta-la-cho-bam-duoi-cua-cong-chua-vong-quoc
Gieo Gió Gặt Bão	Zhihu	Đô Thị, Trọng Sinh, Khác, Đoản Văn	6.7	15	https://truyenfull.vision/gieo-gio-gat-bao
Nghịch Thiên Thần Châm: Quỷ Y Độc Vương Phi	Vãn Mộc Tình	Ngôn Tình, Xuyên Không, Trọng Sinh, Dị Năng, Cung Đấu, Nữ Cường, Khác	6.6	179	https://truyenfull.vision/nghich-thien-than-cham-quy-y-doc-vuong-phi
Đích Nữ Bình An	Hòa Tiểu Thảo	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại	6.6	93	https://truyenfull.vision/dich-nu-binh-an
Mị Cốt Thiên Thành	Du Gia Tiểu Kiều	Ngôn Tình, Huyền Huyễn, Trọng Sinh, Cổ Đại	6.6	88	https://truyenfull.vision/mi-cot-thien-thanh
Hoàn Mĩ Trả Thù: Trùng Sinh Để Gặp Đúng Người	Diệp Họa Y	Ngôn Tình, Trọng Sinh	6.6	52	https://truyenfull.vision/hoan-mi-tra-thu-trung-sinh-de-gap-dung-nguoi
Cô Vợ Bị Ép Hôn Của Đế Thiếu	Họa Gia Kỳ	Ngôn Tình, Trọng Sinh, Khác	6.6	50	https://truyenfull.vision/co-vo-bi-ep-hon-cua-de-thieu
Hôm Nay Vợ Tôi Lại Muốn Ly Hôn	Ruby Joy	Ngôn Tình, Trọng Sinh, Truyện Teen, Khác	6.6	46	https://truyenfull.vision/hom-nay-vo-toi-lai-muon-ly-hon
Thịt Phượng Hoàng	Khuê Gia	Ngôn Tình, Đô Thị, Trọng Sinh, Sủng	6.6	27	https://truyenfull.vision/thit-phuong-hoang
Trùng Sinh Chi Huyền Nữ	Bất Yếu Kiểm Tử Yếu Tiền	Ngôn Tình, Huyền Huyễn, Trọng Sinh, Cổ Đại	6.6	25	https://truyenfull.vision/trung-sinh-chi-huyen-nu
Lãng Tử Phụ Tình	Đường Tâm	Ngôn Tình, Trọng Sinh	6.6	24	https://truyenfull.vision/lang-tu-phu-tinh
Vương Gia Ta Trùng Sinh Là Để Yêu Ngài!	Huynh Huyht	Ngôn Tình, Trọng Sinh, Cổ Đại	6.6	15	https://truyenfull.vision/vuong-gia-ta-trung-sinh-la-de-yeu-ngai
Trời Nam Đất Bắc, Không Gặp Lại	Zhihu	Đô Thị, Trọng Sinh, Nữ Cường	6.6	14	https://truyenfull.vision/troi-nam-dat-bac-khong-gap-lai
Cuộc Nổi Dậy Đầy Hân Hoan Của Vai Phụ Và Phản Diện	Thuỷ Vị Vương	Ngôn Tình, Trọng Sinh	6.6	10	https://truyenfull.vision/cuoc-noi-day-day-han-hoan-cua-vai-phu-va-phan-dien
Trọng Sinh Tu Tiên Tại Đô Thị	Ngã Ý Như Đao	Tiên Hiệp, Đô Thị, Trọng Sinh	6.5	786	https://truyenfull.vision/trong-sinh-tu-tien-tai-do-thi-258154
